origin-city,origin-state,destination-city,destination-state,hours
Prairie du Chien,Wisconsin,New York,N.Y.,36.67
Prairie du Chien,Wisconsin,Philadelphia,Pa.,36.83
Prairie du Chien,Wisconsin,Baltimore,Md.,35.00
Prairie du Chien,Wisconsin,Washington,D.C.,36.00
Prairie du Chien,Wisconsin,Pittsburg,Pa.,24.83
Prairie du Chien,Wisconsin,Chicago,Ill.,11.83
Prairie du Chien,Wisconsin,Charleston,S.C.,54.75
Prairie du Chien,Wisconsin,Cincinnati,Ohio,22.00
Prairie du Chien,Wisconsin,Saint Louis,Mo.,22.58
Prairie du Chien,Wisconsin,Omaha,Nebr.,23.00
Prairie du Chien,Wisconsin,San Francisco,Cal.,79.75
Cheyenne,Wyoming,Boston,Mass.,56.00
Cheyenne,Wyoming,New York,N.Y.,54.00
Cheyenne,Wyoming,Philadelphia,Pa.,52.33
Cheyenne,Wyoming,Baltimore,Md.,53.00
Cheyenne,Wyoming,Washington,D.C.,54.00
Cheyenne,Wyoming,Pittsburg,Pa.,45.50
Cheyenne,Wyoming,Chicago,Ill.,30.00
Cheyenne,Wyoming,Charleston,S.C.,93.50
Cheyenne,Wyoming,Cincinnati,Ohio,40.58
Cheyenne,Wyoming,Saint Louis,Mo.,36.00
Cheyenne,Wyoming,Omaha,Nebr.,15.00
Cheyenne,Wyoming,San Francisco,Cal.,42.47
